,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,0.524,3.0,3.0,3.0,3.0,S0
4,4.0,4.0,1.524,4.0,4.0,4.0,4.0,S0
5,5.0,5.0,2.524,5.0,5.0,5.0,5.0,S0
6,0.4660000000000002,0.4660000000000002,3.524,0.8019999999999996,0.8019999999999996,0.04499999999999993,0.04499999999999993,S2
7,1.4660000000000002,1.4660000000000002,4.524,1.8019999999999996,1.8019999999999996,1.045,1.045,S2
8,2.466,2.466,0.17300000000000004,2.8019999999999996,2.8019999999999996,2.045,2.045,S3
9,3.466,3.466,1.173,3.8019999999999996,3.8019999999999996,3.045,3.045,S3
10,4.466,4.466,2.173,4.802,4.802,0.9649999999999999,4.045,S3
11,5.466,5.466,3.173,5.802,5.802,1.9649999999999999,5.045,S3
12,6.466,6.466,4.173,6.802,6.802,2.965,6.045,S3
13,7.466,7.466,5.173,0.23900000000000077,7.802,3.965,7.045,S4
14,8.466000000000001,8.466000000000001,6.173,1.2390000000000008,8.802,4.965,8.045,S4
15,9.466000000000001,9.466000000000001,0.2550000000000008,2.2390000000000008,9.802,5.965,9.045,S4
16,10.466000000000001,10.466000000000001,1.2550000000000008,3.2390000000000008,10.802,6.965,10.045,S4
17,11.466000000000001,11.466000000000001,0.21300000000000097,4.239000000000001,11.802,7.965,11.045,S4
18,12.466000000000001,12.466000000000001,1.213000000000001,5.239000000000001,12.802,8.965,12.045,S4
19,13.466000000000001,13.466000000000001,2.213000000000001,6.239000000000001,0.934000000000001,9.965,0.9089999999999989,S0
20,14.466000000000001,14.466000000000001,3.213000000000001,7.239000000000001,1.934000000000001,10.965,1.908999999999999,S0
21,15.466000000000001,15.466000000000001,4.213000000000001,8.239,2.934000000000001,0.48499999999999943,2.908999999999999,S0
22,16.466,16.466,5.213000000000001,9.239,3.934000000000001,1.4849999999999994,3.908999999999999,S0
23,17.466,17.466,6.213000000000001,10.239,0.06099999999999994,2.4849999999999994,4.908999999999999,S0
24,18.466,18.466,7.213000000000001,11.239,1.061,3.4849999999999994,5.908999999999999,S0
25,19.466,19.466,8.213000000000001,12.239,2.061,4.484999999999999,6.908999999999999,S0
26,20.466,20.466,9.213000000000001,13.239,3.061,0.8109999999999999,7.908999999999999,S0
27,21.466,0.49599999999999866,10.213000000000001,14.239,0.6260000000000012,1.811,8.908999999999999,S0
28,22.466,1.4959999999999987,11.213000000000001,15.239,1.6260000000000012,2.811,9.908999999999999,S0
29,23.466,2.4959999999999987,0.21799999999999997,16.239,2.6260000000000012,0.5779999999999994,10.908999999999999,S0
30,24.466,0.7789999999999999,1.218,17.239,3.6260000000000012,1.5779999999999994,11.908999999999999,S0
