,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,0.681,3.0,3.0,3.0,3.0,3.0,3.0,S1
4,1.681,0.254,0.254,4.0,4.0,4.0,0.2829999999999999,S3
5,2.681,1.254,1.254,5.0,5.0,5.0,1.283,S3
6,3.681,2.254,2.254,6.0,6.0,0.18299999999999983,2.283,S3
7,4.681,3.254,3.254,7.0,7.0,1.1829999999999998,3.283,S3
8,5.681,4.254,4.254,8.0,8.0,2.183,4.2829999999999995,S3
9,6.681,5.254,0.33200000000000074,9.0,9.0,3.183,5.2829999999999995,S3
10,7.681,6.254,1.3320000000000007,10.0,10.0,4.183,6.2829999999999995,S3
11,8.681000000000001,7.254,2.3320000000000007,11.0,11.0,5.183,0.2400000000000002,S3
12,9.681000000000001,8.254,3.3320000000000007,12.0,12.0,6.183,1.2400000000000002,S3
13,10.681000000000001,9.254,4.332000000000001,13.0,13.0,7.183,2.24,S3
14,11.681000000000001,10.254,5.332000000000001,0.18299999999999983,0.18299999999999983,8.183,3.24,S0
15,12.681000000000001,11.254,6.332000000000001,1.1829999999999998,1.1829999999999998,9.183,4.24,S0
16,13.681000000000001,12.254,7.332000000000001,2.183,2.183,10.183,5.24,S0
17,14.681000000000001,13.254,8.332,3.183,3.183,0.6640000000000015,6.24,S0
18,15.681000000000001,14.254,9.332,4.183,4.183,1.6640000000000015,7.24,S0
19,16.681,15.254,10.332,5.183,5.183,2.6640000000000015,0.4239999999999995,S0
20,17.681,16.254,0.9939999999999998,6.183,6.183,3.6640000000000015,1.4239999999999995,S0
21,18.681,17.254,1.9939999999999998,7.183,0.16000000000000014,4.6640000000000015,2.4239999999999995,S0
22,19.681,18.254,2.9939999999999998,8.183,1.1600000000000001,5.6640000000000015,3.4239999999999995,S0
23,20.681,19.254,3.9939999999999998,9.183,2.16,6.6640000000000015,4.4239999999999995,S0
24,21.681,20.254,4.994,10.183,3.16,7.6640000000000015,5.4239999999999995,S0
25,22.681,21.254,0.7459999999999987,11.183,4.16,8.664000000000001,6.4239999999999995,S0
26,23.681,22.254,1.7459999999999987,12.183,5.16,9.664000000000001,7.4239999999999995,S0
27,24.681,23.254,2.7459999999999987,13.183,6.16,10.664000000000001,8.424,S0
28,25.681,24.254,3.7459999999999987,14.183,7.16,11.664000000000001,9.424,S0
29,26.681,25.254,4.745999999999999,15.183,8.16,0.7280000000000015,10.424,S0
30,27.681,26.254,5.745999999999999,16.183,9.16,1.7280000000000015,11.424,S0
31,28.681,27.254,6.745999999999999,17.183,10.16,2.7280000000000015,12.424,S0
32,29.681,28.254,7.745999999999999,18.183,11.16,0.5139999999999993,0.7860000000000014,S0
