t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
0,5,1,job start
0,6,1,job start
2.063,0,1,job finish
2.063,0,2,job start
2.81,2,1,job finish
3.101,5,1,job finish
3.762,1,1,job finish
3.762,2,2,job start
3.762,1,2,job start
4.208,4,1,job finish
4.208,5,2,job start
5.827,3,1,job finish
5.827,4,2,job start
5.827,3,2,job start
6.201,1,2,job finish
6.211,5,2,job finish
6.31,6,1,job finish
6.31,6,2,job start
7.409,2,2,job finish
7.409,2,3,job start
7.828,0,2,job finish
7.828,1,3,job start
7.828,0,3,job start
8.447,3,2,job finish
8.447,3,3,job start
9.942,6,2,job finish
9.942,6,3,job start
9.96,4,2,job finish
9.96,5,3,job start
9.96,4,3,job start
10.065,1,3,job finish
10.783,3,3,job finish
11.895,0,3,job finish
11.895,1,4,job start
11.895,0,4,job start
12.084,5,3,job finish
12.44,4,3,job finish
12.44,5,4,job start
12.44,4,4,job start
12.649,6,3,job finish
12.649,6,4,job start
13.105,2,3,job finish
13.105,3,4,job start
13.105,2,4,job start
15.426,6,4,job finish
15.437,1,4,job finish
15.522,2,4,job finish
15.522,2,5,job start
15.799,5,4,job finish
15.799,6,5,job start
15.913,4,4,job finish
15.913,5,5,job start
17.069,3,4,job finish
17.069,4,5,job start
17.069,3,5,job start
17.957,2,5,job finish
18.033,6,5,job finish
18.517,5,5,job finish
18.517,6,6,job start
19.822,3,5,job finish
19.822,3,6,job start
21.992,4,5,job finish
21.992,5,6,job start
21.992,4,6,job start
22.695,0,4,job finish
22.695,1,5,job start
22.695,0,5,job start
23.92,6,6,job finish
24.155,4,6,job finish
25.285,3,6,job finish
25.285,4,7,job start
28.743,0,5,job finish
28.743,0,6,job start
29.11,4,7,job finish
29.536,1,5,job finish
29.536,2,6,job start
29.536,1,6,job start
30.088,5,6,job finish
30.088,6,7,job start
30.088,5,7,job start
31.857,0,6,job finish
31.857,0,7,job start
32.605,5,7,job finish
32.605,5,8,job start
33.702,2,6,job finish
33.702,3,7,job start
33.961,0,7,job finish
33.961,0,8,job start
35.285,1,6,job finish
35.285,2,7,job start
35.285,1,7,job start
36.459,5,8,job finish
37.535,1,7,job finish
37.535,1,8,job start
37.735,3,7,job finish
37.735,4,8,job start
37.954,0,8,job finish
37.954,0,9,job start
38.258,2,7,job finish
38.258,3,8,job start
38.258,2,8,job start
40.147,4,8,job finish
40.147,5,9,job start
40.275,1,8,job finish
40.275,1,9,job start
40.779,2,8,job finish
40.779,2,9,job start
41.19,0,9,job finish
41.19,0,10,job start
41.555,3,8,job finish
41.555,4,9,job start
41.555,3,9,job start
42.467,6,7,job finish
42.467,6,8,job start
43.47,0,10,job finish
43.47,0,11,job start
43.735,1,9,job finish
43.735,1,10,job start
43.784,5,9,job finish
44.725,2,9,job finish
44.725,2,10,job start
45.825,0,11,job finish
45.825,0,12,job start
46.257,1,10,job finish
46.257,1,11,job start
46.329,6,8,job finish
46.329,6,9,job start
46.825,4,9,job finish
46.825,5,10,job start
47.251,3,9,job finish
47.251,4,10,job start
47.251,3,10,job start
47.641,2,10,job finish
47.641,2,11,job start
49.522,3,10,job finish
49.522,3,11,job start
49.525,1,11,job finish
49.525,1,12,job start
49.525,4,10,job finish
49.525,4,11,job start
50.202,2,11,job finish
50.202,2,12,job start
50.433,0,12,job finish
50.433,0,13,job start
51.26,5,10,job finish
51.26,5,11,job start
52.609,2,12,job finish
52.952,4,11,job finish
53.334,0,13,job finish
53.334,0,14,job start
54.298,3,11,job finish
54.298,4,12,job start
54.298,3,12,job start
54.93,6,9,job finish
54.93,6,10,job start
55.731,0,14,job finish
55.731,0,15,job start
56.158,1,12,job finish
56.158,2,13,job start
56.158,1,13,job start
57.351,4,12,job finish
57.835,6,10,job finish
57.835,6,11,job start
57.876,0,15,job finish
57.876,0,16,job start
58.403,5,11,job finish
58.403,5,12,job start
59.69,2,13,job finish
60.196,3,12,job finish
60.196,4,13,job start
60.196,3,13,job start
60.632,1,13,job finish
60.632,2,14,job start
60.632,1,14,job start
61.138,0,16,job finish
61.138,0,17,job start
62.806,1,14,job finish
