t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
0,5,1,job start
0,6,1,job start
2.341,3,1,job finish
2.876,1,1,job finish
2.957,0,1,job finish
2.957,1,2,job start
2.957,0,2,job start
4.009,4,1,job finish
4.009,4,2,job start
4.65,5,1,job finish
4.65,5,2,job start
5.011,6,1,job finish
5.011,6,2,job start
5.278,2,1,job finish
5.278,3,2,job start
5.278,2,2,job start
5.325,1,2,job finish
6.783,5,2,job finish
7.344,6,2,job finish
7.344,6,3,job start
7.619,3,2,job finish
8.451,4,2,job finish
8.451,5,3,job start
8.451,4,3,job start
8.509,2,2,job finish
8.509,3,3,job start
8.509,2,3,job start
10.408,0,2,job finish
10.408,1,3,job start
10.408,0,3,job start
11.013,3,3,job finish
11.352,6,3,job finish
11.513,2,3,job finish
11.513,3,4,job start
12.59,5,3,job finish
12.59,6,4,job start
12.7,4,3,job finish
12.7,5,4,job start
12.7,4,4,job start
14.787,5,4,job finish
15.228,6,4,job finish
15.228,6,5,job start
15.719,4,4,job finish
15.719,5,5,job start
15.943,3,4,job finish
15.943,4,5,job start
16.72,1,3,job finish
16.72,2,4,job start
18.694,0,3,job finish
18.694,1,4,job start
18.694,0,4,job start
19.236,2,4,job finish
19.236,3,5,job start
19.252,4,5,job finish
19.441,5,5,job finish
19.441,5,6,job start
20.07,6,5,job finish
20.07,6,6,job start
21.882,3,5,job finish
21.882,4,6,job start
22.307,1,4,job finish
22.307,2,5,job start
22.774,6,6,job finish
24.482,0,4,job finish
24.482,1,5,job start
24.482,0,5,job start
26.64,5,6,job finish
26.64,6,7,job start
28.358,0,5,job finish
28.358,0,6,job start
28.565,1,5,job finish
28.565,1,6,job start
29.538,2,5,job finish
29.538,3,6,job start
29.538,2,6,job start
31.049,4,6,job finish
31.049,5,7,job start
31.728,0,6,job finish
31.728,0,7,job start
31.818,6,7,job finish
32.158,3,6,job finish
32.158,4,7,job start
32.324,2,6,job finish
32.324,3,7,job start
32.407,1,6,job finish
32.407,2,7,job start
32.407,1,7,job start
34.621,2,7,job finish
34.849,4,7,job finish
35.271,3,7,job finish
35.271,4,8,job start
35.271,3,8,job start
35.326,0,7,job finish
35.326,0,8,job start
36.052,5,7,job finish
36.052,6,8,job start
36.052,5,8,job start
37.458,1,7,job finish
37.458,2,8,job start
37.458,1,8,job start
38.481,5,8,job finish
38.657,3,8,job finish
38.701,4,8,job finish
38.701,5,9,job start
38.701,4,9,job start
39.068,0,8,job finish
39.068,0,9,job start
39.657,2,8,job finish
39.657,3,9,job start
39.789,6,8,job finish
39.789,6,9,job start
40.44,1,8,job finish
40.44,2,9,job start
40.44,1,9,job start
42.458,5,9,job finish
42.796,3,9,job finish
42.928,1,9,job finish
43.06,0,9,job finish
43.06,1,10,job start
43.06,0,10,job start
43.76,6,9,job finish
43.76,6,10,job start
44.651,4,9,job finish
44.651,5,10,job start
44.651,4,10,job start
46.768,0,10,job finish
46.768,0,11,job start
47.504,5,10,job finish
47.726,1,10,job finish
47.726,1,11,job start
48.424,2,9,job finish
48.424,3,10,job start
48.424,2,10,job start
49.825,4,10,job finish
49.825,5,11,job start
49.856,0,11,job finish
49.856,0,12,job start
50.184,1,11,job finish
50.184,1,12,job start
52.223,3,10,job finish
52.223,4,11,job start
52.446,5,11,job finish
53.031,0,12,job finish
53.031,0,13,job start
53.032,6,10,job finish
53.032,6,11,job start
53.429,1,12,job finish
53.429,1,13,job start
54.056,2,10,job finish
54.056,3,11,job start
54.056,2,11,job start
55.887,6,11,job finish
55.887,6,12,job start
56.273,2,11,job finish
56.273,2,12,job start
56.598,3,11,job finish
56.598,3,12,job start
56.781,0,13,job finish
56.781,0,14,job start
58.396,1,13,job finish
58.396,1,14,job start
58.473,4,11,job finish
58.473,5,12,job start
58.473,4,12,job start
59.359,3,12,job finish
60.572,0,14,job finish
60.572,0,15,job start
61.099,5,12,job finish
61.334,1,14,job finish
61.334,1,15,job start
61.387,6,12,job finish
61.387,6,13,job start
62.604,0,15,job finish
62.604,0,16,job start
63.1,4,12,job finish
63.1,5,13,job start
63.1,4,13,job start
