,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S0
4,4.0,4.0,4.0,4.0,4.0,0.3969999999999998,4.0,S0
5,5.0,5.0,5.0,5.0,5.0,1.3969999999999998,5.0,S0
6,6.0,6.0,6.0,6.0,6.0,2.397,0.051000000000000156,S0
7,7.0,7.0,7.0,7.0,7.0,3.397,1.0510000000000002,S0
8,0.33499999999999996,0.33499999999999996,8.0,8.0,0.41999999999999993,4.397,2.051,S2
9,1.335,1.335,0.6549999999999994,0.6549999999999994,1.42,5.397,3.051,S5
10,2.335,2.335,1.6549999999999994,1.6549999999999994,2.42,6.397,4.051,S5
11,3.335,3.335,2.6549999999999994,2.6549999999999994,3.42,0.08999999999999986,5.051,S6
12,4.335,4.335,3.6549999999999994,3.6549999999999994,0.8539999999999992,1.0899999999999999,6.051,S6
13,5.335,5.335,4.654999999999999,4.654999999999999,1.8539999999999992,2.09,7.051,S6
14,6.335,6.335,5.654999999999999,5.654999999999999,2.853999999999999,3.09,8.051,S6
15,7.335,7.335,6.654999999999999,6.654999999999999,3.853999999999999,0.2240000000000002,0.9390000000000001,S0
16,8.335,0.9710000000000001,7.654999999999999,7.654999999999999,0.6950000000000003,1.2240000000000002,1.939,S0
17,9.335,1.971,8.655,8.655,1.6950000000000003,2.224,2.939,S0
18,10.335,2.971,9.655,9.655,2.6950000000000003,3.224,3.939,S0
19,11.335,0.3949999999999996,10.655,0.09100000000000108,3.6950000000000003,4.224,4.939,S0
20,12.335,1.3949999999999996,11.655,1.091000000000001,4.695,0.4469999999999992,5.939,S0
21,13.335,2.3949999999999996,12.655,2.091000000000001,5.695,1.4469999999999992,6.939,S0
22,14.335,0.2789999999999999,13.655,3.091000000000001,0.39199999999999946,2.446999999999999,7.939,S0
23,15.335,1.279,14.655,4.091000000000001,1.3919999999999995,3.446999999999999,0.1769999999999996,S0
24,16.335,2.279,15.655,5.091000000000001,2.3919999999999995,4.446999999999999,1.1769999999999996,S0
25,17.335,3.279,16.655,0.21999999999999886,3.3919999999999995,5.446999999999999,2.1769999999999996,S0
26,18.335,4.279,17.655,1.2199999999999989,4.3919999999999995,0.5169999999999995,3.1769999999999996,S0
27,19.335,5.279,18.655,2.219999999999999,5.3919999999999995,1.5169999999999995,4.177,S0
28,20.335,6.279,19.655,3.219999999999999,6.3919999999999995,2.5169999999999995,5.177,S0
29,21.335,7.279,20.655,4.219999999999999,7.3919999999999995,3.5169999999999995,0.9420000000000002,S0
30,22.335,0.8530000000000015,21.655,5.219999999999999,8.392,4.5169999999999995,1.9420000000000002,S0
