t,B0,B1,B2,B3,B4,B5,B6,B7
1,4,0,0,0,0,0,0,0
2,5,0,0,0,0,0,0,0
3,4,1,0,0,0,0,0,0
4,5,0,1,0,0,0,0,0
5,4,1,1,0,0,1,0,1
6,5,1,1,0,0,1,0,1
7,5,1,0,0,0,1,0,1
8,5,1,0,0,0,1,0,1
9,5,1,0,0,0,1,0,1
10,5,1,0,1,0,2,0,1
11,5,1,0,1,0,2,0,1
12,5,1,0,1,0,2,0,1
13,4,2,0,0,0,2,0,1
14,5,1,0,0,0,1,0,1
15,5,1,0,0,0,1,0,1
16,5,1,0,0,0,1,1,1
17,4,1,0,0,0,1,0,2
18,5,1,0,0,0,2,0,2
19,5,1,0,0,0,2,0,3
20,4,2,0,0,0,1,0,3
21,5,2,0,1,0,1,0,3
22,5,1,0,1,0,0,1,3
23,5,1,0,1,0,0,1,3
24,4,2,0,1,0,0,0,4
25,5,2,0,1,0,0,0,4
26,5,2,0,1,0,0,0,5
27,5,1,1,1,0,0,0,5
28,5,1,1,1,0,0,0,5
29,5,1,1,0,0,0,0,5
30,4,2,1,0,0,0,0,5
31,5,2,0,1,0,0,0,5
32,5,2,0,0,1,0,0,5
33,4,3,0,0,1,0,0,5
34,5,3,0,1,1,0,0,5
35,5,2,0,0,1,0,0,5
36,5,2,0,0,1,0,0,6
37,5,2,0,0,2,0,0,6
38,5,2,0,0,1,1,0,6
39,5,1,1,0,1,1,0,6
40,5,1,1,0,0,2,0,6
41,5,1,1,0,0,1,0,6
42,5,0,1,0,0,1,0,6
43,4,1,1,0,0,2,0,6
44,5,1,1,0,0,1,0,7
45,5,1,1,0,0,1,0,7
46,5,1,1,0,0,1,0,7
47,5,1,1,0,0,1,0,7
48,5,1,1,0,0,0,0,8
49,5,0,1,0,0,0,0,8
50,5,0,1,0,0,1,0,9
51,4,0,2,0,0,0,0,9
52,5,0,1,0,0,0,0,9
53,5,0,1,0,0,0,0,9
54,4,0,2,0,0,0,0,9
55,5,0,1,1,0,0,0,9
56,4,1,1,1,0,1,0,10
57,5,0,2,1,0,1,0,10
58,5,0,1,2,0,1,0,10
59,4,1,1,2,0,1,0,10
60,5,1,0,3,0,0,0,10
61,5,1,0,2,0,0,0,10
62,4,1,1,2,0,0,0,10
63,5,1,1,2,0,0,0,11
64,5,1,1,2,0,0,0,11
65,5,0,1,2,0,0,0,11
66,4,1,1,2,0,0,0,12
67,5,1,1,2,0,0,0,12
68,5,1,1,1,1,0,0,12
69,4,1,2,1,0,0,0,12
70,5,1,1,2,0,0,0,12
71,5,1,1,1,1,0,1,12
72,5,1,1,1,0,0,0,13
73,5,1,1,1,0,0,0,13
74,4,1,2,1,0,0,0,14
75,5,1,1,2,0,0,0,14
76,5,1,1,1,0,0,0,14
77,4,1,1,2,0,0,0,15
78,5,1,1,1,1,0,0,15
79,5,0,2,1,1,0,0,15
80,4,1,2,1,1,0,0,15
81,5,1,2,1,1,0,0,15
82,5,1,2,0,2,0,0,16
83,5,1,2,0,2,0,0,16
84,5,1,1,0,2,0,0,16
85,5,0,2,0,2,0,0,16
86,5,0,1,1,1,1,0,16
87,5,0,2,0,2,1,0,16
88,5,0,2,0,2,1,0,16
89,4,0,2,0,1,2,0,16
90,5,0,2,0,2,2,0,16
91,5,0,1,0,2,1,0,16
92,4,0,2,0,2,1,0,16
93,5,0,2,0,2,2,0,17
94,5,0,2,0,2,2,0,17
95,5,0,2,0,2,1,0,17
96,5,0,3,0,2,1,0,17
97,5,0,3,0,2,1,0,17
98,5,0,3,0,1,2,0,17
99,4,0,3,0,1,2,0,18
100,5,0,2,0,0,2,0,18
101,4,1,2,0,0,2,0,18
102,5,1,2,0,0,2,0,19
103,5,1,1,1,0,2,0,19
104,5,0,2,1,0,2,0,19
105,4,1,1,2,0,2,0,19
106,5,1,1,2,0,2,0,19
107,4,2,1,2,0,2,0,19
108,5,2,1,2,0,1,0,20
109,5,1,2,2,0,1,0,20
110,5,1,2,1,0,1,0,20
111,4,2,1,2,0,0,1,20
112,5,2,1,2,0,0,1,20
113,5,1,2,2,0,0,1,20
114,4,2,2,2,0,0,1,21
115,5,2,1,3,0,0,1,21
116,5,2,1,3,0,0,0,22
117,5,2,1,3,0,0,0,22
118,5,2,0,4,0,0,1,22
119,5,1,1,4,0,0,1,22
120,4,2,1,4,0,0,1,22
121,5,2,0,5,0,0,1,22
122,4,2,1,5,0,0,1,22
123,5,2,1,5,0,0,1,22
124,5,2,1,5,0,0,1,22
125,4,3,1,5,0,0,0,23
126,5,3,0,5,0,0,0,23
127,4,4,0,5,0,0,0,24
128,5,4,0,5,0,0,0,24
129,5,4,0,5,0,0,0,24
130,5,3,0,5,0,0,0,24
131,5,3,0,5,0,0,0,24
132,4,4,0,5,0,1,0,24
133,5,4,0,5,0,1,0,24
134,4,5,0,5,0,1,0,24
135,5,5,0,5,0,1,0,24
136,5,5,0,5,0,0,0,24
137,4,5,0,4,0,1,0,24
138,5,5,0,4,0,1,0,24
139,5,5,0,5,0,1,0,25
140,5,5,0,4,0,1,0,25
141,5,5,0,4,0,1,0,25
142,5,5,0,4,0,1,0,26
143,5,5,0,3,0,2,0,26
144,5,4,0,3,0,1,0,26
145,5,4,0,3,0,1,0,26
146,4,5,0,2,1,1,0,26
147,5,5,0,3,1,0,1,26
148,5,5,0,3,0,1,1,26
149,5,5,0,3,0,1,1,26
150,5,5,0,2,1,1,1,26
151,4,5,0,2,1,1,1,26
152,5,5,0,2,1,1,0,27
153,5,5,0,2,0,2,0,27
154,5,5,0,1,1,2,0,27
155,4,5,1,1,0,3,0,28
156,5,5,0,2,0,3,0,28
157,5,5,0,2,0,2,0,28
158,5,5,0,2,1,2,0,28
159,5,5,0,2,0,2,1,28
160,5,5,0,2,0,2,0,29
161,5,5,0,2,0,3,0,29
162,5,5,0,2,0,3,0,29
163,5,5,0,1,0,3,0,29
164,4,5,0,1,0,2,1,29
165,5,5,0,1,0,2,1,29
166,5,5,0,1,0,2,1,29
167,5,4,1,1,0,1,2,29
168,5,4,0,2,0,2,1,30
169,5,4,0,2,0,2,1,30
170,4,5,0,3,0,2,0,31
171,5,5,0,2,0,1,1,31
172,5,5,0,2,0,1,1,31
173,5,5,0,2,0,1,1,31
174,5,5,0,2,0,0,2,31
175,5,5,0,2,0,0,2,31
176,5,5,0,2,0,1,2,31
177,5,5,0,2,0,0,3,31
178,4,5,0,2,0,0,3,31
179,5,5,0,1,0,0,3,31
180,5,5,0,1,0,0,3,31
181,4,5,1,1,0,0,3,32
182,5,5,1,1,0,0,3,32
183,5,5,1,1,0,0,2,33
184,4,5,2,0,0,0,2,33
185,5,5,2,0,0,0,2,33
186,5,5,2,0,1,0,1,34
187,4,5,3,0,0,1,1,34
188,5,5,2,0,0,1,1,34
189,5,5,2,0,0,1,1,34
190,4,5,3,0,0,0,2,34
