t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
0,5,1,job start
0,6,1,job start
2.163,2,1,job finish
2.274,4,1,job finish
2.447,1,1,job finish
2.447,2,2,job start
2.458,5,1,job finish
2.458,5,2,job start
2.947,0,1,job finish
2.947,1,2,job start
2.947,0,2,job start
3.173,3,1,job finish
3.173,4,2,job start
3.173,3,2,job start
4.852,5,2,job finish
4.862,2,2,job finish
5.081,0,2,job finish
5.081,0,3,job start
5.756,4,2,job finish
5.756,5,3,job start
6.345,3,2,job finish
6.345,4,3,job start
6.345,3,3,job start
6.401,6,1,job finish
6.401,6,2,job start
8.119,0,3,job finish
8.119,0,4,job start
8.729,4,3,job finish
9.582,1,2,job finish
9.582,2,3,job start
9.582,1,3,job start
9.675,6,2,job finish
9.675,6,3,job start
10.367,0,4,job finish
10.367,0,5,job start
12.513,1,3,job finish
12.513,1,4,job start
12.739,2,3,job finish
12.739,2,4,job start
12.846,6,3,job finish
12.885,0,5,job finish
12.885,0,6,job start
13.118,5,3,job finish
13.118,6,4,job start
13.118,5,4,job start
13.694,3,3,job finish
13.694,4,4,job start
13.694,3,4,job start
14.789,1,4,job finish
14.789,1,5,job start
14.893,2,4,job finish
14.893,2,5,job start
15.805,4,4,job finish
15.835,5,4,job finish
15.835,5,5,job start
16.192,6,4,job finish
16.192,6,5,job start
16.651,3,4,job finish
16.651,4,5,job start
16.651,3,5,job start
16.854,1,5,job finish
16.854,1,6,job start
17.419,0,6,job finish
17.419,0,7,job start
19.06,4,5,job finish
19.49,0,7,job finish
19.49,0,8,job start
19.871,5,5,job finish
19.871,5,6,job start
19.908,3,5,job finish
19.908,4,6,job start
20.438,6,5,job finish
20.438,6,6,job start
22.282,1,6,job finish
22.282,1,7,job start
23.898,5,6,job finish
24.225,0,8,job finish
24.225,0,9,job start
24.547,6,6,job finish
24.547,6,7,job start
25.8,1,7,job finish
25.8,1,8,job start
26.57,0,9,job finish
26.57,0,10,job start
27.25,2,5,job finish
27.25,3,6,job start
27.25,2,6,job start
27.936,4,6,job finish
27.936,5,7,job start
27.958,1,8,job finish
27.958,1,9,job start
29.663,2,6,job finish
29.663,2,7,job start
30.102,6,7,job finish
30.125,3,6,job finish
30.125,4,7,job start
30.125,3,7,job start
31.835,2,7,job finish
31.835,2,8,job start
31.89,5,7,job finish
31.89,6,8,job start
33.275,1,9,job finish
33.275,1,10,job start
33.901,6,8,job finish
34.176,2,8,job finish
34.176,2,9,job start
34.232,4,7,job finish
34.232,5,8,job start
36.057,3,7,job finish
36.057,4,8,job start
36.057,3,8,job start
36.956,5,8,job finish
36.956,6,9,job start
37.525,0,10,job finish
37.525,0,11,job start
37.604,1,10,job finish
37.604,1,11,job start
37.768,2,9,job finish
37.768,2,10,job start
38.987,6,9,job finish
39.085,4,8,job finish
39.085,5,9,job start
40.062,3,8,job finish
40.062,4,9,job start
40.062,3,9,job start
40.31,0,11,job finish
40.31,0,12,job start
42.474,4,9,job finish
43.502,2,10,job finish
43.502,2,11,job start
43.504,1,11,job finish
43.504,1,12,job start
45.701,3,9,job finish
45.701,4,10,job start
45.701,3,10,job start
46.626,0,12,job finish
46.626,0,13,job start
48.459,2,11,job finish
48.459,2,12,job start
48.898,4,10,job finish
48.987,3,10,job finish
48.987,4,11,job start
48.987,3,11,job start
49.667,1,12,job finish
49.667,1,13,job start
49.81,0,13,job finish
49.81,0,14,job start
53.299,4,11,job finish
53.399,5,9,job finish
53.399,6,10,job start
53.399,5,10,job start
53.417,0,14,job finish
53.417,0,15,job start
53.706,3,11,job finish
53.706,4,12,job start
53.706,3,12,job start
54.659,1,13,job finish
54.659,1,14,job start
55.429,0,15,job finish
55.429,0,16,job start
55.514,6,10,job finish
55.877,5,10,job finish
55.877,6,11,job start
55.877,5,11,job start
56.203,2,12,job finish
56.203,2,13,job start
56.85,1,14,job finish
56.85,1,15,job start
57.921,0,16,job finish
57.921,0,17,job start
58.868,6,11,job finish
58.957,4,12,job finish
59.398,1,15,job finish
59.398,1,16,job start
60.818,3,12,job finish
60.818,4,13,job start
60.818,3,13,job start
