,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S0
4,0.7869999999999999,0.7869999999999999,4.0,4.0,0.9740000000000002,4.0,4.0,S2
5,1.787,1.787,5.0,5.0,1.9740000000000002,0.5609999999999999,0.5609999999999999,S2
6,2.787,2.787,6.0,6.0,2.974,1.561,1.561,S2
7,3.787,3.787,7.0,7.0,3.974,2.561,2.561,S2
8,4.787,4.787,0.891,0.891,4.974,3.561,3.561,S4
9,5.787,5.787,1.891,1.891,5.974,4.561,4.561,S4
10,6.787,6.787,2.891,2.891,6.974,5.561,5.561,S4
11,7.787,7.787,3.891,3.891,0.5190000000000001,6.561,0.3379999999999992,S0
12,8.786999999999999,8.786999999999999,4.891,4.891,1.5190000000000001,7.561,1.3379999999999992,S0
13,9.786999999999999,9.786999999999999,5.891,5.891,2.519,8.561,2.337999999999999,S0
14,10.786999999999999,10.786999999999999,6.891,6.891,3.519,0.09200000000000053,3.337999999999999,S0
15,11.786999999999999,11.786999999999999,7.891,7.891,0.6340000000000003,1.0920000000000005,4.337999999999999,S0
16,12.786999999999999,12.786999999999999,8.891,8.891,1.6340000000000003,2.0920000000000005,5.337999999999999,S0
17,13.786999999999999,13.786999999999999,9.891,9.891,2.6340000000000003,3.0920000000000005,6.337999999999999,S0
18,14.786999999999999,14.786999999999999,10.891,10.891,3.6340000000000003,4.0920000000000005,7.337999999999999,S0
19,15.786999999999999,15.786999999999999,11.891,11.891,4.634,5.0920000000000005,8.338,S0
20,16.787,16.787,12.891,12.891,5.634,6.0920000000000005,9.338,S0
21,17.787,17.787,13.891,13.891,6.634,7.0920000000000005,0.6679999999999993,S0
22,18.787,18.787,0.9810000000000016,14.891,7.634,8.092,1.6679999999999993,S0
23,19.787,19.787,1.9810000000000016,15.891,8.634,0.4710000000000001,2.6679999999999993,S0
24,20.787,20.787,2.9810000000000016,0.6430000000000007,9.634,1.471,3.6679999999999993,S0
25,21.787,21.787,3.9810000000000016,1.6430000000000007,10.634,2.471,4.667999999999999,S0
26,22.787,22.787,4.981000000000002,2.6430000000000007,11.634,3.471,5.667999999999999,S0
27,23.787,23.787,0.838000000000001,3.6430000000000007,12.634,4.471,6.667999999999999,S0
28,24.787,24.787,1.838000000000001,4.643000000000001,13.634,5.471,7.667999999999999,S0
29,25.787,25.787,2.838000000000001,5.643000000000001,14.634,6.471,8.668,S0
30,26.787,26.787,3.838000000000001,6.643000000000001,15.634,7.471,9.668,S0
31,27.787,27.787,4.838000000000001,0.3099999999999987,16.634,8.471,0.1490000000000009,S0
32,28.787,28.787,5.838000000000001,1.3099999999999987,17.634,9.471,1.149000000000001,S0
