,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,0.8769999999999998,3.0,3.0,3.0,3.0,3.0,3.0,S1
4,1.8769999999999998,0.863,0.863,0.363,4.0,4.0,4.0,S4
5,2.877,1.863,1.863,1.363,5.0,5.0,0.5819999999999999,S4
6,3.877,2.863,2.863,2.363,6.0,6.0,1.5819999999999999,S4
7,4.877,3.863,3.863,0.19500000000000028,0.4870000000000001,0.4870000000000001,2.582,S0
8,5.877,4.8629999999999995,4.8629999999999995,1.1950000000000003,1.487,1.487,3.582,S0
9,6.877,5.8629999999999995,5.8629999999999995,2.1950000000000003,2.487,2.487,0.22799999999999976,S0
10,7.877,6.8629999999999995,6.8629999999999995,3.1950000000000003,3.487,3.487,1.2279999999999998,S0
11,8.876999999999999,0.1379999999999999,7.8629999999999995,4.195,4.487,4.487,2.2279999999999998,S0
12,9.876999999999999,1.138,8.863,5.195,5.487,5.487,3.2279999999999998,S0
13,10.876999999999999,2.138,9.863,6.195,6.487,6.487,4.228,S0
14,11.876999999999999,3.138,10.863,7.195,7.487,7.487,5.228,S0
15,12.876999999999999,4.138,0.8109999999999999,8.195,8.487,8.487,6.228,S0
16,13.876999999999999,5.138,1.811,9.195,9.487,9.487,7.228,S0
17,14.876999999999999,6.138,2.811,0.10900000000000176,10.487,10.487,0.10000000000000142,S0
18,15.876999999999999,7.138,3.811,1.1090000000000018,11.487,11.487,1.1000000000000014,S0
19,16.877,0.4059999999999988,4.811,2.1090000000000018,12.487,12.487,2.1000000000000014,S0
20,17.877,1.4059999999999988,5.811,3.1090000000000018,13.487,13.487,0.5629999999999988,S0
21,18.877,2.405999999999999,0.2049999999999983,4.109000000000002,14.487,14.487,1.5629999999999988,S0
22,19.877,3.405999999999999,1.2049999999999983,5.109000000000002,15.487,15.487,2.562999999999999,S0
23,20.877,4.405999999999999,2.2049999999999983,6.109000000000002,16.487000000000002,16.487000000000002,3.562999999999999,S0
24,21.877,5.405999999999999,3.2049999999999983,0.5150000000000006,17.487000000000002,17.487000000000002,0.11700000000000088,S0
25,22.877,0.4499999999999993,4.204999999999998,1.5150000000000006,18.487000000000002,18.487000000000002,1.1170000000000009,S0
26,23.877,1.4499999999999993,5.204999999999998,2.5150000000000006,19.487000000000002,19.487000000000002,2.117000000000001,S0
27,24.877,2.4499999999999993,6.204999999999998,3.5150000000000006,20.487000000000002,20.487000000000002,3.117000000000001,S0
28,25.877,3.4499999999999993,0.4039999999999999,4.515000000000001,21.487000000000002,21.487000000000002,4.117000000000001,S0
29,26.877,4.449999999999999,1.404,5.515000000000001,0.4319999999999986,22.487000000000002,5.117000000000001,S0
