,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S0
4,0.4620000000000002,0.4620000000000002,4.0,4.0,4.0,4.0,4.0,S2
5,1.4620000000000002,1.4620000000000002,5.0,5.0,5.0,5.0,5.0,S2
6,2.462,2.462,6.0,6.0,6.0,6.0,6.0,S2
7,3.462,3.462,0.19700000000000006,0.19700000000000006,0.3390000000000004,0.3390000000000004,7.0,S6
8,4.462,4.462,1.197,1.197,1.3390000000000004,1.3390000000000004,0.5469999999999997,S0
9,5.462,5.462,2.197,2.197,2.3390000000000004,2.3390000000000004,1.5469999999999997,S0
10,6.462,6.462,3.197,3.197,3.3390000000000004,3.3390000000000004,2.5469999999999997,S0
11,7.462,7.462,4.197,4.197,4.339,4.339,3.5469999999999997,S0
12,8.462,8.462,0.7370000000000001,5.197,5.339,5.339,4.547,S0
13,9.462,9.462,1.737,6.197,6.339,0.47199999999999953,5.547,S0
14,10.462,10.462,2.737,7.197,7.339,1.4719999999999995,6.547,S0
15,11.462,11.462,3.737,8.197,8.339,2.4719999999999995,7.547,S0
16,12.462,12.462,0.8350000000000009,9.197,9.339,3.4719999999999995,8.547,S0
17,13.462,13.462,1.8350000000000009,10.197,10.339,4.4719999999999995,9.547,S0
18,14.462,14.462,2.835000000000001,0.6960000000000015,11.339,5.4719999999999995,10.547,S0
19,15.462,15.462,3.835000000000001,1.6960000000000015,12.339,6.4719999999999995,11.547,S0
20,16.462,16.462,4.835000000000001,2.6960000000000015,13.339,7.4719999999999995,12.547,S0
21,17.462,17.462,5.835000000000001,3.6960000000000015,14.339,8.472,13.547,S0
22,18.462,18.462,0.9259999999999984,4.6960000000000015,15.339,9.472,14.547,S0
23,19.462,19.462,1.9259999999999984,5.6960000000000015,16.339,10.472,0.495000000000001,S0
24,20.462,20.462,2.9259999999999984,0.5090000000000003,17.339,11.472,1.495000000000001,S0
25,21.462,21.462,0.24299999999999855,1.5090000000000003,18.339,12.472,2.495000000000001,S0
26,22.462,22.462,1.2429999999999986,2.5090000000000003,19.339,13.472,3.495000000000001,S0
27,23.462,23.462,2.2429999999999986,3.5090000000000003,20.339,14.472,4.495000000000001,S0
28,24.462,24.462,3.2429999999999986,4.509,0.2839999999999989,15.472,5.495000000000001,S0
29,25.462,25.462,4.2429999999999986,5.509,1.283999999999999,16.472,6.495000000000001,S0
30,26.462,26.462,0.31299999999999883,0.8810000000000002,2.283999999999999,17.472,7.495000000000001,S0
31,27.462,27.462,1.3129999999999988,1.8810000000000002,3.283999999999999,18.472,8.495000000000001,S0
