t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
0,5,1,job start
0,6,1,job start
2.181,4,1,job finish
2.229,6,1,job finish
2.51,0,1,job finish
2.51,0,2,job start
2.807,3,1,job finish
2.807,4,2,job start
2.956,1,1,job finish
2.956,1,2,job start
5.741,4,2,job finish
6.342,1,2,job finish
7.273,0,2,job finish
7.273,1,3,job start
7.273,0,3,job start
7.466,2,1,job finish
7.466,3,2,job start
7.466,2,2,job start
7.583,5,1,job finish
7.583,6,2,job start
7.583,5,2,job start
9.635,5,2,job finish
9.635,5,3,job start
9.917,1,3,job finish
10.3,2,2,job finish
10.3,2,3,job start
10.396,0,3,job finish
10.396,1,4,job start
10.396,0,4,job start
10.862,3,2,job finish
10.862,4,3,job start
10.862,3,3,job start
12.071,5,3,job finish
12.409,1,4,job finish
13.307,3,3,job finish
13.332,4,3,job finish
13.332,5,4,job start
13.332,4,4,job start
13.637,6,2,job finish
13.637,6,3,job start
17.163,0,4,job finish
17.163,1,5,job start
17.163,0,5,job start
17.413,6,3,job finish
17.413,6,4,job start
17.881,4,4,job finish
18.447,5,4,job finish
18.447,5,5,job start
18.793,2,3,job finish
18.793,3,4,job start
18.793,2,4,job start
19.309,0,5,job finish
19.309,0,6,job start
19.479,6,4,job finish
19.479,6,5,job start
21.439,0,6,job finish
21.439,0,7,job start
21.445,3,4,job finish
21.445,4,5,job start
22.056,5,5,job finish
22.175,1,5,job finish
22.175,1,6,job start
22.687,6,5,job finish
22.687,6,6,job start
23.142,2,4,job finish
23.142,3,5,job start
23.142,2,5,job start
23.678,4,5,job finish
23.678,5,6,job start
25.585,6,6,job finish
26.762,1,6,job finish
26.762,1,7,job start
27.309,5,6,job finish
27.309,6,7,job start
27.323,0,7,job finish
27.323,0,8,job start
28.043,2,5,job finish
28.043,2,6,job start
29.404,3,5,job finish
29.404,4,6,job start
29.404,3,6,job start
30.561,0,8,job finish
30.561,0,9,job start
30.848,1,7,job finish
30.848,1,8,job start
31.808,2,6,job finish
31.808,2,7,job start
31.851,3,6,job finish
31.851,3,7,job start
31.952,4,6,job finish
31.952,5,7,job start
31.952,4,7,job start
33.439,0,9,job finish
33.439,0,10,job start
33.949,6,7,job finish
35.332,3,7,job finish
35.522,5,7,job finish
35.522,6,8,job start
35.699,2,7,job finish
35.699,3,8,job start
35.699,2,8,job start
35.729,1,8,job finish
35.729,1,9,job start
36.438,0,10,job finish
36.438,0,11,job start
37.063,4,7,job finish
37.063,5,8,job start
37.063,4,8,job start
38.161,6,8,job finish
38.878,1,9,job finish
38.878,1,10,job start
39.592,4,8,job finish
39.886,5,8,job finish
39.886,6,9,job start
39.886,5,9,job start
39.949,2,8,job finish
39.949,2,9,job start
41.29,3,8,job finish
41.29,4,9,job start
41.29,3,9,job start
42.469,1,10,job finish
42.469,1,11,job start
43.071,6,9,job finish
43.458,4,9,job finish
43.815,5,9,job finish
43.815,6,10,job start
43.815,5,10,job start
44.29,3,9,job finish
44.29,4,10,job start
46.472,6,10,job finish
46.482,0,11,job finish
46.482,0,12,job start
46.987,5,10,job finish
46.987,6,11,job start
47.892,4,10,job finish
47.892,5,11,job start
49.283,0,12,job finish
49.283,0,13,job start
49.622,2,9,job finish
49.622,3,10,job start
49.622,2,10,job start
51.186,5,11,job finish
51.743,3,10,job finish
51.743,4,11,job start
52.239,1,11,job finish
52.239,1,12,job start
52.239,2,10,job finish
52.239,3,11,job start
52.239,2,11,job start
52.832,6,11,job finish
52.832,6,12,job start
53.644,0,13,job finish
53.644,0,14,job start
55.851,6,12,job finish
56.187,2,11,job finish
56.187,2,12,job start
57.166,0,14,job finish
57.166,0,15,job start
57.451,4,11,job finish
57.451,5,12,job start
58.608,1,12,job finish
58.608,1,13,job start
58.958,3,11,job finish
58.958,4,12,job start
58.958,3,12,job start
60.566,5,12,job finish
60.566,6,13,job start
60.62,2,12,job finish
60.62,2,13,job start
61.357,1,13,job finish
61.357,1,14,job start
62.129,3,12,job finish
62.129,3,13,job start
63.305,6,13,job finish
63.467,4,12,job finish
63.467,5,13,job start
63.467,4,13,job start
