,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,0.7789999999999999,3.0,3.0,3.0,3.0,3.0,3.0,S1
4,1.779,0.08099999999999996,4.0,4.0,4.0,4.0,4.0,S2
5,2.779,1.081,5.0,5.0,5.0,5.0,5.0,S2
6,3.779,2.081,6.0,6.0,0.1120000000000001,6.0,6.0,S2
7,4.779,3.081,0.43599999999999994,0.43599999999999994,1.112,7.0,7.0,S5
8,5.779,4.0809999999999995,1.436,1.436,2.112,8.0,8.0,S5
9,6.779,5.0809999999999995,2.436,2.436,3.112,9.0,9.0,S5
10,7.779,6.0809999999999995,3.436,3.436,4.112,10.0,10.0,S5
11,8.779,7.0809999999999995,4.436,4.436,5.112,11.0,11.0,S5
12,9.779,8.081,5.436,5.436,6.112,12.0,12.0,S5
13,10.779,9.081,6.436,6.436,0.29299999999999926,13.0,13.0,S5
14,11.779,10.081,0.6349999999999998,7.436,1.2929999999999993,0.7609999999999992,0.7609999999999992,S0
15,12.779,11.081,1.6349999999999998,8.436,2.2929999999999993,1.7609999999999992,1.7609999999999992,S0
16,13.779,12.081,2.635,9.436,3.2929999999999993,2.7609999999999992,2.7609999999999992,S0
17,14.779,13.081,3.635,0.06400000000000006,4.292999999999999,3.7609999999999992,3.7609999999999992,S0
18,15.779,14.081,4.635,1.064,5.292999999999999,4.760999999999999,4.760999999999999,S0
19,16.779,15.081,5.635,2.064,6.292999999999999,5.760999999999999,5.760999999999999,S0
20,17.779,16.081,6.635,3.064,7.292999999999999,6.760999999999999,0.47800000000000153,S0
21,18.779,17.081,7.635,4.064,8.293,7.760999999999999,1.4780000000000015,S0
22,19.779,18.081,0.6430000000000007,5.064,9.293,8.761,2.4780000000000015,S0
23,20.779,19.081,1.6430000000000007,6.064,10.293,9.761,3.4780000000000015,S0
24,21.779,20.081,2.6430000000000007,7.064,11.293,10.761,4.4780000000000015,S0
25,22.779,21.081,3.6430000000000007,8.064,12.293,11.761,5.4780000000000015,S0
26,23.779,22.081,4.643000000000001,9.064,13.293,12.761,6.4780000000000015,S0
27,24.779,23.081,5.643000000000001,10.064,14.293,13.761,7.4780000000000015,S0
28,25.779,24.081,6.643000000000001,11.064,15.293,14.761,8.478000000000002,S0
29,26.779,25.081,7.643000000000001,12.064,0.7620000000000005,15.761,9.478000000000002,S0
30,27.779,26.081,8.643,13.064,1.7620000000000005,16.761,10.478000000000002,S0
31,28.779,27.081,9.643,14.064,2.7620000000000005,17.761,0.7029999999999994,S0
32,29.779,28.081,10.643,15.064,3.7620000000000005,18.761,1.7029999999999994,S0
33,30.779,29.081,11.643,16.064,4.7620000000000005,19.761,2.7029999999999994,S0
