,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,0.31499999999999995,3.0,3.0,3.0,3.0,3.0,3.0,S1
4,1.315,4.0,4.0,0.371,4.0,4.0,4.0,S1
5,2.315,5.0,5.0,1.371,0.03200000000000003,5.0,5.0,S1
6,3.315,6.0,6.0,2.371,1.032,0.242,0.242,S1
7,4.3149999999999995,0.7220000000000004,0.7220000000000004,3.371,2.032,1.242,1.242,S0
8,5.3149999999999995,1.7220000000000004,1.7220000000000004,4.371,3.032,2.242,2.242,S0
9,6.3149999999999995,2.7220000000000004,2.7220000000000004,5.371,4.032,3.242,3.242,S0
10,7.3149999999999995,0.2759999999999998,3.7220000000000004,6.371,0.8179999999999996,4.242,4.242,S0
11,8.315,1.2759999999999998,4.722,7.371,1.8179999999999996,5.242,5.242,S0
12,9.315,2.276,5.722,8.371,2.8179999999999996,6.242,6.242,S0
13,10.315,3.276,6.722,9.371,3.8179999999999996,7.242,7.242,S0
14,11.315,4.276,7.722,10.371,4.818,8.242,8.242,S0
15,12.315,5.276,8.722000000000001,11.371,5.818,9.242,9.242,S0
16,13.315,6.276,9.722000000000001,0.484,6.818,10.242,10.242,S0
17,14.315,7.276,10.722000000000001,1.484,7.818,11.242,11.242,S0
18,15.315,8.276,11.722000000000001,2.484,8.818,12.242,12.242,S0
19,16.315,9.276,12.722000000000001,3.484,0.9879999999999995,13.242,13.242,S0
20,17.315,10.276,13.722000000000001,4.484,1.9879999999999995,14.242,14.242,S0
21,18.315,11.276,14.722000000000001,0.10300000000000153,2.9879999999999995,15.242,0.8270000000000017,S0
22,19.315,12.276,0.6129999999999995,1.1030000000000015,3.9879999999999995,16.242,1.8270000000000017,S0
23,20.315,13.276,1.6129999999999995,2.1030000000000015,4.9879999999999995,17.242,2.8270000000000017,S0
24,21.315,14.276,2.6129999999999995,3.1030000000000015,0.13700000000000045,18.242,3.8270000000000017,S0
25,22.315,15.276,3.6129999999999995,0.7729999999999997,1.1370000000000005,19.242,4.827000000000002,S0
26,23.315,16.276,4.6129999999999995,1.7729999999999997,2.1370000000000005,20.242,5.827000000000002,S0
27,24.315,17.276,5.6129999999999995,2.7729999999999997,3.1370000000000005,21.242,6.827000000000002,S0
28,25.315,18.276,6.6129999999999995,3.7729999999999997,4.1370000000000005,22.242,7.827000000000002,S0
29,26.315,19.276,0.9499999999999993,4.773,5.1370000000000005,0.6610000000000014,8.827000000000002,S0
30,27.315,20.276,1.9499999999999993,5.773,6.1370000000000005,1.6610000000000014,9.827000000000002,S0
31,28.315,21.276,2.9499999999999993,6.773,7.1370000000000005,2.6610000000000014,10.827000000000002,S0
