,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,0.08999999999999986,3.0,3.0,3.0,3.0,3.0,0.6699999999999999,S1
4,1.0899999999999999,4.0,4.0,4.0,0.41000000000000014,0.992,1.67,S1
5,2.09,5.0,5.0,5.0,1.4100000000000001,1.992,2.67,S1
6,3.09,6.0,6.0,6.0,2.41,2.992,3.67,S1
7,4.09,7.0,7.0,7.0,3.41,3.992,4.67,S1
8,5.09,0.14400000000000013,8.0,8.0,4.41,4.992,0.5869999999999997,S2
9,6.09,1.1440000000000001,9.0,9.0,5.41,5.992,1.5869999999999997,S2
10,7.09,2.144,10.0,10.0,6.41,6.992,2.5869999999999997,S2
11,8.09,3.144,11.0,11.0,7.41,7.992,3.5869999999999997,S2
12,9.09,4.144,0.9749999999999996,0.9749999999999996,8.41,0.4090000000000007,4.587,S0
13,10.09,5.144,1.9749999999999996,1.9749999999999996,9.41,1.4090000000000007,5.587,S0
14,11.09,6.144,2.9749999999999996,2.9749999999999996,0.5860000000000003,2.4090000000000007,6.587,S0
15,12.09,7.144,3.9749999999999996,3.9749999999999996,1.5860000000000003,3.4090000000000007,0.4269999999999996,S0
16,13.09,8.144,4.975,4.975,2.5860000000000003,4.409000000000001,1.4269999999999996,S0
17,14.09,9.144,5.975,5.975,3.5860000000000003,5.409000000000001,2.4269999999999996,S0
18,15.09,10.144,6.975,6.975,4.586,6.409000000000001,3.4269999999999996,S0
19,16.09,11.144,7.975,7.975,5.586,0.7149999999999999,4.427,S0
20,17.09,12.144,8.975,0.06400000000000006,6.586,1.7149999999999999,5.427,S0
21,18.09,13.144,9.975,1.064,7.586,2.715,6.427,S0
22,19.09,14.144,10.975,2.064,8.586,3.715,0.3539999999999992,S0
23,20.09,15.144,11.975,3.064,9.586,4.715,1.3539999999999992,S0
24,21.09,16.144,12.975,4.064,10.586,5.715,2.353999999999999,S0
25,22.09,17.144,13.975,5.064,0.657,6.715,3.353999999999999,S0
26,23.09,18.144,14.975,6.064,1.657,7.715,4.353999999999999,S0
27,24.09,19.144,15.975,7.064,2.657,0.2729999999999997,5.353999999999999,S0
28,25.09,20.144,16.975,8.064,3.657,1.2729999999999997,6.353999999999999,S0
29,26.09,21.144,17.975,9.064,4.657,2.2729999999999997,7.353999999999999,S0
30,27.09,22.144,18.975,10.064,5.657,3.2729999999999997,8.354,S0
31,28.09,23.144,19.975,11.064,0.6589999999999989,4.273,0.8049999999999997,S0
32,29.09,24.144,20.975,12.064,1.658999999999999,5.273,1.8049999999999997,S0
33,30.09,25.144,21.975,13.064,2.658999999999999,0.6240000000000023,2.8049999999999997,S0
