,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,0.46799999999999997,3.0,3.0,3.0,3.0,3.0,3.0,S1
4,1.468,4.0,4.0,4.0,4.0,4.0,0.7810000000000001,S1
5,2.468,0.009999999999999787,5.0,5.0,5.0,5.0,1.7810000000000001,S2
6,3.468,1.0099999999999998,0.43900000000000006,6.0,6.0,6.0,2.781,S3
7,4.468,2.01,1.439,0.20099999999999962,7.0,7.0,3.781,S4
8,5.468,3.01,2.439,1.2009999999999996,8.0,8.0,4.781000000000001,S4
9,6.468,4.01,3.439,2.2009999999999996,9.0,9.0,5.781000000000001,S4
10,7.468,5.01,4.439,3.2009999999999996,0.7479999999999993,0.7479999999999993,6.781000000000001,S0
11,8.468,6.01,5.439,4.201,1.7479999999999993,1.7479999999999993,7.781000000000001,S0
12,9.468,7.01,6.439,5.201,2.7479999999999993,2.7479999999999993,8.781,S0
13,10.468,8.01,7.439,6.201,3.7479999999999993,3.7479999999999993,9.781,S0
14,11.468,9.01,8.439,7.201,4.747999999999999,4.747999999999999,10.781,S0
15,12.468,10.01,9.439,0.6750000000000007,5.747999999999999,5.747999999999999,11.781,S0
16,13.468,11.01,0.9309999999999992,1.6750000000000007,6.747999999999999,6.747999999999999,0.021000000000000796,S0
17,14.468,12.01,1.9309999999999992,2.6750000000000007,7.747999999999999,7.747999999999999,1.0210000000000008,S0
18,15.468,13.01,2.930999999999999,3.6750000000000007,8.748,8.748,2.021000000000001,S0
19,16.468,14.01,3.930999999999999,0.2289999999999992,0.32700000000000173,9.748,3.021000000000001,S0
20,17.468,15.01,0.35300000000000153,1.2289999999999992,1.3270000000000017,10.748,4.021000000000001,S0
21,18.468,16.009999999999998,1.3530000000000015,2.228999999999999,2.3270000000000017,11.748,0.6780000000000008,S0
22,19.468,17.009999999999998,2.3530000000000015,3.228999999999999,3.3270000000000017,12.748,1.6780000000000008,S0
23,20.468,18.009999999999998,0.7190000000000012,4.228999999999999,4.327000000000002,13.748,0.12600000000000122,S0
24,21.468,19.009999999999998,1.7190000000000012,5.228999999999999,5.327000000000002,14.748,1.1260000000000012,S0
25,22.468,20.009999999999998,2.719000000000001,6.228999999999999,6.327000000000002,15.748,2.1260000000000012,S0
26,23.468,21.009999999999998,3.719000000000001,7.228999999999999,7.327000000000002,16.747999999999998,3.1260000000000012,S0
27,24.468,22.009999999999998,4.719000000000001,8.229,8.327000000000002,17.747999999999998,4.126000000000001,S0
28,25.468,23.009999999999998,5.719000000000001,0.2890000000000015,9.327000000000002,18.747999999999998,5.126000000000001,S0
29,26.468,24.009999999999998,6.719000000000001,1.2890000000000015,10.327000000000002,19.747999999999998,6.126000000000001,S0
