t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
0,5,1,job start
0,6,1,job start
2.009,0,1,job finish
2.009,0,2,job start
2.242,5,1,job finish
2.34,6,1,job finish
2.34,6,2,job start
2.581,2,1,job finish
2.954,1,1,job finish
2.954,2,2,job start
2.954,1,2,job start
3.098,4,1,job finish
3.098,5,2,job start
5.015,0,2,job finish
5.015,0,3,job start
5.109,6,2,job finish
5.382,5,2,job finish
5.382,6,3,job start
5.86,2,2,job finish
6.117,1,2,job finish
6.117,2,3,job start
6.117,1,3,job start
7.419,0,3,job finish
7.419,0,4,job start
8.334,6,3,job finish
10.058,0,4,job finish
10.058,0,5,job start
12.527,1,3,job finish
12.527,1,4,job start
12.562,2,3,job finish
12.562,2,4,job start
12.657,0,5,job finish
12.657,0,6,job start
15.566,2,4,job finish
15.727,0,6,job finish
15.727,0,7,job start
16.689,3,1,job finish
16.689,4,2,job start
16.689,3,2,job start
18.499,1,4,job finish
18.499,2,5,job start
18.499,1,5,job start
19.414,0,7,job finish
19.414,0,8,job start
19.742,4,2,job finish
19.742,5,3,job start
19.776,3,2,job finish
19.776,4,3,job start
19.776,3,3,job start
20.542,2,5,job finish
21.456,0,8,job finish
21.456,0,9,job start
21.585,1,5,job finish
21.585,2,6,job start
21.585,1,6,job start
22.167,4,3,job finish
22.273,5,3,job finish
22.273,6,4,job start
22.273,5,4,job start
23.145,3,3,job finish
23.145,4,4,job start
23.145,3,4,job start
24.148,2,6,job finish
24.77,1,6,job finish
24.77,2,7,job start
24.77,1,7,job start
24.853,0,9,job finish
24.853,0,10,job start
25.312,6,4,job finish
26.06,5,4,job finish
26.06,6,5,job start
26.735,4,4,job finish
26.735,5,5,job start
27.199,0,10,job finish
27.199,0,11,job start
29.128,1,7,job finish
29.128,1,8,job start
31.042,2,7,job finish
31.042,2,8,job start
31.595,3,4,job finish
31.595,4,5,job start
31.595,3,5,job start
31.941,6,5,job finish
33.617,2,8,job finish
33.938,0,11,job finish
33.938,0,12,job start
34.301,5,5,job finish
34.301,6,6,job start
35.061,1,8,job finish
35.061,2,9,job start
35.061,1,9,job start
35.534,3,5,job finish
35.534,3,6,job start
35.811,4,5,job finish
35.811,5,6,job start
35.811,4,6,job start
36.858,6,6,job finish
37.846,4,6,job finish
38.092,2,9,job finish
39.211,0,12,job finish
39.211,0,13,job start
39.41,5,6,job finish
39.41,6,7,job start
39.41,5,7,job start
40.306,1,9,job finish
40.306,2,10,job start
40.306,1,10,job start
41.108,3,6,job finish
41.108,4,7,job start
41.108,3,7,job start
41.795,6,7,job finish
43.316,4,7,job finish
43.363,2,10,job finish
43.93,5,7,job finish
43.93,6,8,job start
43.93,5,8,job start
46.054,3,7,job finish
46.054,4,8,job start
46.054,3,8,job start
46.083,1,10,job finish
46.083,2,11,job start
46.083,1,11,job start
46.714,0,13,job finish
46.714,0,14,job start
48.099,5,8,job finish
49.341,3,8,job finish
49.341,3,9,job start
49.546,1,11,job finish
49.546,1,12,job start
49.862,2,11,job finish
49.862,2,12,job start
49.986,4,8,job finish
49.986,5,9,job start
49.986,4,9,job start
51.698,3,9,job finish
51.698,3,10,job start
51.824,1,12,job finish
51.824,1,13,job start
52.536,2,12,job finish
52.536,2,13,job start
52.844,5,9,job finish
53.187,6,8,job finish
53.187,6,9,job start
53.88,3,10,job finish
53.88,3,11,job start
54.051,1,13,job finish
54.051,1,14,job start
55.527,2,13,job finish
55.527,2,14,job start
55.563,6,9,job finish
55.563,6,10,job start
56.966,4,9,job finish
56.966,5,10,job start
56.966,4,10,job start
57.757,2,14,job finish
59.027,5,10,job finish
59.062,0,14,job finish
59.062,0,15,job start
59.238,3,11,job finish
59.238,3,12,job start
59.267,4,10,job finish
59.267,5,11,job start
59.267,4,11,job start
59.695,1,14,job finish
59.695,2,15,job start
59.695,1,15,job start
61.703,4,11,job finish
61.703,4,12,job start
62.153,1,15,job finish
62.204,2,15,job finish
62.204,2,16,job start
62.459,0,15,job finish
62.459,1,16,job start
62.459,0,16,job start
63.036,3,12,job finish
63.036,3,13,job start
64.3,4,12,job finish
