,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,0.6280000000000001,3.0,3.0,3.0,3.0,3.0,3.0,S1
4,1.6280000000000001,4.0,4.0,4.0,4.0,4.0,4.0,S1
5,2.628,5.0,5.0,5.0,5.0,0.8600000000000003,5.0,S1
6,3.628,6.0,6.0,0.9779999999999998,0.9779999999999998,1.8600000000000003,0.806,S1
7,4.628,0.9960000000000004,0.9960000000000004,1.9779999999999998,1.9779999999999998,2.8600000000000003,1.806,S0
8,5.628,1.9960000000000004,1.9960000000000004,2.9779999999999998,2.9779999999999998,0.06099999999999994,2.806,S0
9,6.628,2.9960000000000004,2.9960000000000004,3.9779999999999998,3.9779999999999998,1.061,3.806,S0
10,7.628,3.9960000000000004,0.7940000000000005,4.978,4.978,2.061,4.806,S0
11,8.628,4.996,1.7940000000000005,5.978,5.978,3.061,5.806,S0
12,9.628,5.996,0.023999999999999133,6.978,6.978,4.061,0.5609999999999999,S0
13,10.628,6.996,1.0239999999999991,7.978,0.7710000000000008,5.061,1.561,S0
14,11.628,7.996,2.023999999999999,8.978,1.7710000000000008,6.061,2.561,S0
15,12.628,8.996,3.023999999999999,9.978,2.771000000000001,7.061,3.561,S0
16,13.628,9.996,0.4939999999999998,10.978,3.771000000000001,8.061,4.561,S0
17,14.628,0.7119999999999997,1.4939999999999998,11.978,4.771000000000001,9.061,5.561,S0
18,15.628,1.7119999999999997,2.4939999999999998,12.978,5.771000000000001,10.061,6.561,S0
19,16.628,2.7119999999999997,3.4939999999999998,13.978,6.771000000000001,11.061,7.561,S0
20,17.628,3.7119999999999997,4.494,14.978,7.771000000000001,12.061,8.561,S0
21,18.628,4.712,5.494,15.978,8.771,0.5730000000000004,9.561,S0
22,19.628,5.712,0.8990000000000009,16.978,9.771,1.5730000000000004,10.561,S0
23,20.628,6.712,1.899000000000001,17.978,10.771,2.5730000000000004,11.561,S0
24,21.628,7.712,2.899000000000001,18.978,11.771,3.5730000000000004,0.995000000000001,S0
25,22.628,8.712,3.899000000000001,19.978,12.771,4.573,1.995000000000001,S0
26,23.628,9.712,0.5560000000000009,20.978,13.771,5.573,2.995000000000001,S0
27,24.628,10.712,1.556000000000001,21.978,14.771,6.573,3.995000000000001,S0
28,25.628,11.712,2.556000000000001,22.978,15.771,7.573,4.995000000000001,S0
29,26.628,12.712,3.556000000000001,23.978,16.771,8.573,5.995000000000001,S0
30,27.628,13.712,4.556000000000001,24.978,17.771,9.573,6.995000000000001,S0
31,28.628,14.712,5.556000000000001,25.978,18.771,10.573,7.995000000000001,S0
32,29.628,15.712,0.3550000000000004,26.978,19.771,11.573,8.995000000000001,S0
