t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
0,5,1,job start
0,6,1,job start
2.211,0,1,job finish
2.211,0,2,job start
2.263,2,1,job finish
2.666,1,1,job finish
2.666,2,2,job start
2.666,1,2,job start
2.706,6,1,job finish
4.464,3,1,job finish
4.464,3,2,job start
4.675,5,1,job finish
4.675,6,2,job start
4.784,0,2,job finish
4.784,0,3,job start
4.788,2,2,job finish
5.583,4,1,job finish
5.583,5,2,job start
5.583,4,2,job start
6.534,1,2,job finish
6.534,2,3,job start
6.534,1,3,job start
7.287,0,3,job finish
7.287,0,4,job start
8.65,5,2,job finish
8.703,2,3,job finish
9.112,6,2,job finish
9.112,6,3,job start
9.832,4,2,job finish
9.832,5,3,job start
10.26,0,4,job finish
10.26,0,5,job start
11.863,6,3,job finish
12.811,0,5,job finish
12.811,0,6,job start
13.288,5,3,job finish
13.288,6,4,job start
15.329,3,2,job finish
15.329,4,3,job start
15.329,3,3,job start
16.543,1,3,job finish
16.543,2,4,job start
16.543,1,4,job start
16.74,0,6,job finish
16.74,0,7,job start
17.695,4,3,job finish
17.695,5,4,job start
18.193,3,3,job finish
18.193,4,4,job start
18.193,3,4,job start
18.768,0,7,job finish
18.768,0,8,job start
20.578,6,4,job finish
20.714,3,4,job finish
21.099,4,4,job finish
21.099,4,5,job start
21.207,1,4,job finish
21.207,1,5,job start
21.482,5,4,job finish
21.482,6,5,job start
21.482,5,5,job start
22.93,2,4,job finish
22.93,3,5,job start
22.93,2,5,job start
23.474,0,8,job finish
23.474,0,9,job start
23.498,4,5,job finish
23.595,1,5,job finish
23.595,1,6,job start
23.996,6,5,job finish
25.211,2,5,job finish
25.211,2,6,job start
25.313,5,5,job finish
25.313,6,6,job start
25.313,5,6,job start
25.594,0,9,job finish
25.594,0,10,job start
26.088,1,6,job finish
26.088,1,7,job start
26.179,3,5,job finish
26.179,4,6,job start
26.179,3,6,job start
27.887,0,10,job finish
27.887,0,11,job start
28.204,5,6,job finish
28.531,6,6,job finish
28.531,6,7,job start
28.551,1,7,job finish
28.551,1,8,job start
28.705,4,6,job finish
28.705,5,7,job start
29.573,2,6,job finish
29.573,2,7,job start
30.263,3,6,job finish
30.263,4,7,job start
30.263,3,7,job start
30.296,0,11,job finish
30.296,0,12,job start
30.678,6,7,job finish
30.991,1,8,job finish
30.991,1,9,job start
32.103,2,7,job finish
32.103,2,8,job start
32.265,5,7,job finish
32.265,6,8,job start
32.426,4,7,job finish
32.426,5,8,job start
33.168,3,7,job finish
33.168,4,8,job start
33.168,3,8,job start
33.479,1,9,job finish
33.479,1,10,job start
34.459,0,12,job finish
34.459,0,13,job start
34.818,5,8,job finish
35.497,3,8,job finish
35.694,4,8,job finish
35.694,5,9,job start
35.694,4,9,job start
36.249,6,8,job finish
36.249,6,9,job start
37.04,2,8,job finish
37.04,3,9,job start
37.04,2,9,job start
37.101,0,13,job finish
37.101,0,14,job start
37.893,1,10,job finish
37.893,1,11,job start
38.423,5,9,job finish
38.732,6,9,job finish
38.732,6,10,job start
39.065,4,9,job finish
39.065,5,10,job start
39.614,2,9,job finish
39.614,2,10,job start
39.919,3,9,job finish
39.919,4,10,job start
39.919,3,10,job start
40.063,0,14,job finish
40.063,0,15,job start
41.589,5,10,job finish
41.827,6,10,job finish
41.827,6,11,job start
42.115,2,10,job finish
42.115,2,11,job start
42.177,0,15,job finish
42.177,0,16,job start
42.95,4,10,job finish
42.95,5,11,job start
43.545,1,11,job finish
43.545,1,12,job start
44.456,6,11,job finish
44.87,0,16,job finish
44.87,0,17,job start
45.2,5,11,job finish
45.2,6,12,job start
45.323,3,10,job finish
45.323,4,11,job start
45.323,3,11,job start
45.5,2,11,job finish
45.5,2,12,job start
47.223,1,12,job finish
47.223,1,13,job start
47.693,3,11,job finish
47.693,3,12,job start
47.708,2,12,job finish
47.708,2,13,job start
49.054,4,11,job finish
49.054,5,12,job start
49.054,4,12,job start
49.449,1,13,job finish
49.449,1,14,job start
49.482,0,17,job finish
49.482,0,18,job start
50.095,6,12,job finish
50.908,3,12,job finish
50.908,3,13,job start
