t,num_station,num_job,event_type
0,0,1,job start
0,1,1,job start
0,2,1,job start
0,3,1,job start
0,4,1,job start
0,5,1,job start
0,6,1,job start
2.218,2,1,job finish
2.951,1,1,job finish
2.951,2,2,job start
4.78,6,1,job finish
4.863,3,1,job finish
4.863,3,2,job start
5.276,0,1,job finish
5.276,1,2,job start
5.276,0,2,job start
5.528,2,2,job finish
6.613,4,1,job finish
6.613,4,2,job start
7.853,3,2,job finish
7.853,3,3,job start
8.042,0,2,job finish
8.042,0,3,job start
9.012,4,2,job finish
9.012,4,3,job start
10.069,3,3,job finish
10.243,5,1,job finish
10.243,6,2,job start
10.243,5,2,job start
11.61,0,3,job finish
11.61,0,4,job start
12.651,4,3,job finish
12.651,4,4,job start
12.812,6,2,job finish
13.078,1,2,job finish
13.078,2,3,job start
13.078,1,3,job start
13.757,5,2,job finish
13.757,6,3,job start
13.757,5,3,job start
14.657,0,4,job finish
14.657,0,5,job start
14.728,4,4,job finish
16.014,1,3,job finish
16.014,1,4,job start
16.049,5,3,job finish
16.049,5,4,job start
16.559,2,3,job finish
16.559,3,4,job start
16.559,2,4,job start
17.251,6,3,job finish
17.251,6,4,job start
17.878,0,5,job finish
17.878,0,6,job start
19.343,1,4,job finish
19.343,1,5,job start
19.379,6,4,job finish
20.143,2,4,job finish
20.143,2,5,job start
20.315,0,6,job finish
20.315,0,7,job start
21.017,3,4,job finish
21.017,4,5,job start
21.017,3,5,job start
21.767,1,5,job finish
21.767,1,6,job start
23.158,3,5,job finish
24.081,4,5,job finish
24.081,4,6,job start
25.051,1,6,job finish
25.051,1,7,job start
26.11,4,6,job finish
26.619,5,4,job finish
26.619,6,5,job start
26.619,5,5,job start
28.925,6,5,job finish
29.162,2,5,job finish
29.162,3,6,job start
29.162,2,6,job start
29.659,1,7,job finish
30.907,5,5,job finish
30.907,6,6,job start
30.907,5,6,job start
31.266,3,6,job finish
31.266,4,7,job start
31.387,0,7,job finish
31.387,1,8,job start
31.387,0,8,job start
32.341,2,6,job finish
32.341,3,7,job start
32.341,2,7,job start
32.945,6,6,job finish
33.966,4,7,job finish
34.899,3,7,job finish
34.899,4,8,job start
35.035,2,7,job finish
35.035,3,8,job start
35.035,2,8,job start
36.275,5,6,job finish
36.275,6,7,job start
36.275,5,7,job start
37.053,2,8,job finish
37.282,3,8,job finish
37.282,3,9,job start
37.918,1,8,job finish
37.918,2,9,job start
38.469,4,8,job finish
38.469,4,9,job start
38.673,5,7,job finish
38.673,5,8,job start
39.739,3,9,job finish
40.823,0,8,job finish
40.823,1,9,job start
40.823,0,9,job start
41.086,4,9,job finish
41.086,4,10,job start
42.52,5,8,job finish
42.52,5,9,job start
43.232,0,9,job finish
43.232,0,10,job start
43.439,2,9,job finish
43.439,3,10,job start
43.463,1,9,job finish
43.463,2,10,job start
43.463,1,10,job start
43.864,4,10,job finish
44.847,6,7,job finish
44.847,6,8,job start
45.761,1,10,job finish
45.877,2,10,job finish
45.877,2,11,job start
47.08,3,10,job finish
47.08,4,11,job start
47.08,3,11,job start
47.853,0,10,job finish
47.853,1,11,job start
47.853,0,11,job start
49.205,4,11,job finish
49.22,6,8,job finish
49.22,6,9,job start
51.005,0,11,job finish
51.005,0,12,job start
51.607,3,11,job finish
51.607,4,12,job start
51.886,2,11,job finish
51.886,3,12,job start
52.815,1,11,job finish
52.815,2,12,job start
52.815,1,12,job start
52.947,6,9,job finish
53.262,0,12,job finish
53.262,0,13,job start
54.133,3,12,job finish
54.176,5,9,job finish
54.176,6,10,job start
54.176,5,10,job start
55.445,4,12,job finish
55.445,4,13,job start
56.609,6,10,job finish
56.66,0,13,job finish
56.66,0,14,job start
56.955,1,12,job finish
56.955,1,13,job start
57.741,5,10,job finish
57.741,6,11,job start
57.741,5,11,job start
59.075,2,12,job finish
59.075,3,13,job start
59.075,2,13,job start
59.486,0,14,job finish
59.486,0,15,job start
59.636,4,13,job finish
60.146,6,11,job finish
61.168,2,13,job finish
61.371,1,13,job finish
61.371,2,14,job start
61.371,1,14,job start
61.88,3,13,job finish
61.88,4,14,job start
61.88,3,14,job start
61.957,5,11,job finish
61.957,6,12,job start
