,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S0
4,0.907,4.0,4.0,4.0,4.0,0.5150000000000001,4.0,S1
5,1.907,5.0,5.0,0.6799999999999997,0.6799999999999997,1.5150000000000001,5.0,S1
6,2.907,0.5069999999999997,0.5069999999999997,1.6799999999999997,1.6799999999999997,2.515,6.0,S6
7,3.907,1.5069999999999997,1.5069999999999997,2.6799999999999997,2.6799999999999997,3.515,7.0,S6
8,4.907,2.5069999999999997,2.5069999999999997,3.6799999999999997,3.6799999999999997,4.515000000000001,0.4059999999999997,S0
9,5.907,3.5069999999999997,3.5069999999999997,4.68,4.68,5.515000000000001,1.4059999999999997,S0
10,6.907,4.507,4.507,0.1639999999999997,5.68,6.515000000000001,2.4059999999999997,S0
11,7.907,5.507,5.507,1.1639999999999997,6.68,7.515000000000001,3.4059999999999997,S0
12,8.907,6.507,6.507,2.1639999999999997,7.68,8.515,4.406,S0
13,9.907,7.507,7.507,3.1639999999999997,8.68,9.515,5.406,S0
14,10.907,8.507,8.507,4.164,9.68,10.515,6.406,S0
15,11.907,9.507,0.4529999999999994,0.7699999999999996,10.68,0.35599999999999987,7.406,S0
16,12.907,10.507,1.4529999999999994,1.7699999999999996,11.68,1.3559999999999999,8.405999999999999,S0
17,13.907,11.507,2.4529999999999994,2.7699999999999996,12.68,2.356,9.405999999999999,S0
18,14.907,12.507,3.4529999999999994,3.7699999999999996,13.68,3.356,0.661999999999999,S0
19,15.907,13.507,4.452999999999999,4.77,14.68,0.8060000000000009,1.661999999999999,S0
20,16.907,14.507,5.452999999999999,5.77,15.68,1.806000000000001,2.661999999999999,S0
21,17.907,15.507,0.5749999999999993,6.77,16.68,2.806000000000001,3.661999999999999,S0
22,18.907,16.506999999999998,1.5749999999999993,7.77,17.68,3.806000000000001,4.661999999999999,S0
23,19.907,17.506999999999998,2.5749999999999993,0.24299999999999855,18.68,4.806000000000001,5.661999999999999,S0
24,20.907,18.506999999999998,3.5749999999999993,1.2429999999999986,19.68,5.806000000000001,6.661999999999999,S0
25,21.907,19.506999999999998,4.574999999999999,2.2429999999999986,20.68,0.2710000000000008,7.661999999999999,S0
26,22.907,20.506999999999998,5.574999999999999,3.2429999999999986,21.68,1.2710000000000008,8.661999999999999,S0
27,23.907,21.506999999999998,6.574999999999999,4.2429999999999986,22.68,2.271000000000001,9.661999999999999,S0
28,24.907,22.506999999999998,7.574999999999999,5.2429999999999986,23.68,0.14499999999999957,0.9720000000000013,S0
29,25.907,23.506999999999998,8.575,6.2429999999999986,24.68,1.1449999999999996,1.9720000000000013,S0
