,S0,S1,S2,S3,S4,S5,S6,bottleneck
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,S0
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,S0
3,3.0,3.0,0.31499999999999995,3.0,3.0,3.0,3.0,S0
4,0.6680000000000001,0.6680000000000001,1.315,0.6280000000000001,0.43900000000000006,4.0,4.0,S5
5,1.6680000000000001,1.6680000000000001,2.315,1.6280000000000001,1.439,0.8220000000000001,0.8220000000000001,S2
6,2.668,2.668,3.315,2.628,2.439,1.822,1.822,S2
7,3.668,3.668,4.3149999999999995,3.628,3.439,2.822,2.822,S2
8,4.668,4.668,0.7990000000000004,4.628,4.439,3.822,3.822,S0
9,5.668,5.668,1.7990000000000004,5.628,5.439,0.03999999999999915,4.822,S0
10,6.668,6.668,2.7990000000000004,6.628,6.439,1.0399999999999991,5.822,S0
11,7.668,7.668,3.7990000000000004,7.628,7.439,2.039999999999999,6.822,S0
12,8.668,8.668,4.799,8.628,8.439,3.039999999999999,7.822,S0
13,9.668,9.668,5.799,9.628,9.439,4.039999999999999,8.822,S0
14,10.668,10.668,6.799,10.628,10.439,5.039999999999999,9.822,S0
15,11.668,11.668,0.38599999999999923,11.628,0.9410000000000007,6.039999999999999,10.822,S0
16,12.668,12.668,1.3859999999999992,12.628,1.9410000000000007,7.039999999999999,11.822,S0
17,13.668,13.668,2.3859999999999992,13.628,2.9410000000000007,8.04,12.822,S0
18,14.668,14.668,3.3859999999999992,0.6789999999999985,3.9410000000000007,9.04,0.847999999999999,S0
19,15.668,15.668,4.385999999999999,1.6789999999999985,4.941000000000001,10.04,1.847999999999999,S0
20,16.668,16.668,0.2259999999999991,2.6789999999999985,5.941000000000001,11.04,0.245000000000001,S0
21,17.668,17.668,1.225999999999999,3.6789999999999985,6.941000000000001,12.04,1.245000000000001,S0
22,18.668,18.668,2.225999999999999,4.6789999999999985,7.941000000000001,13.04,2.245000000000001,S0
23,19.668,19.668,3.225999999999999,5.6789999999999985,8.941,14.04,3.245000000000001,S0
24,20.668,20.668,4.225999999999999,0.03200000000000003,9.941,15.04,4.245000000000001,S0
25,21.668,21.668,5.225999999999999,1.032,10.941,16.04,5.245000000000001,S0
26,22.668,22.668,6.225999999999999,2.032,11.941,17.04,6.245000000000001,S0
27,23.668,23.668,7.225999999999999,3.032,12.941,18.04,7.245000000000001,S0
28,24.668,24.668,8.225999999999999,4.032,13.941,19.04,8.245000000000001,S0
29,25.668,25.668,9.225999999999999,5.032,14.941,20.04,9.245000000000001,S0
30,26.668,26.668,10.225999999999999,6.032,0.7319999999999993,21.04,0.6260000000000012,S0
31,27.668,27.668,11.225999999999999,0.1999999999999993,1.7319999999999993,22.04,1.6260000000000012,S0
